,event_timestamp,country_code,country_name,city_code,city_name,zip_code,lat,lon,cam_id,cam_name,people,storage_blob
58,2024-04-16 16:15:53.456872+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-16 10:15:53.456872-0600_frame.jpg
59,2024-04-16 16:50:41.641693+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-16 10:50:41.641693-0600_frame.jpg
60,2024-04-16 17:25:01.845788+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-16 11:25:01.845788-0600_frame.jpg
61,2024-04-16 17:59:32.251663+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-16 11:59:32.251663-0600_frame.jpg
62,2024-04-16 18:33:22.181881+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,4,MX/cafe calaverita/2024-04-16 12:33:22.181881-0600_frame.jpg
63,2024-04-16 19:06:48.914294+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-16 13:06:48.914294-0600_frame.jpg
64,2024-04-16 19:41:03.382338+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,4,MX/cafe calaverita/2024-04-16 13:41:03.382338-0600_frame.jpg
65,2024-04-16 20:15:33.950306+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-16 14:15:33.950306-0600_frame.jpg
66,2024-04-16 20:49:30.302721+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-16 14:49:30.302721-0600_frame.jpg
67,2024-04-16 21:23:23.103249+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,6,MX/cafe calaverita/2024-04-16 15:23:23.103249-0600_frame.jpg
68,2024-04-16 21:57:23.388603+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-16 15:57:23.388603-0600_frame.jpg
69,2024-04-16 22:31:33.189847+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,7,MX/cafe calaverita/2024-04-16 16:31:33.189847-0600_frame.jpg
70,2024-04-16 23:05:32.728040+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,6,MX/cafe calaverita/2024-04-16 17:05:32.728040-0600_frame.jpg
71,2024-04-16 23:39:16.978293+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-16 17:39:16.978293-0600_frame.jpg
72,2024-04-17 00:13:38.688981+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,6,MX/cafe calaverita/2024-04-16 18:13:38.688981-0600_frame.jpg
73,2024-04-17 00:47:37.941869+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-16 18:47:37.941869-0600_frame.jpg
74,2024-04-17 01:21:30.263754+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,4,MX/cafe calaverita/2024-04-16 19:21:30.263754-0600_frame.jpg
75,2024-04-17 01:56:01.221839+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-16 19:56:01.221839-0600_frame.jpg
76,2024-04-17 02:30:44.788145+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,4,MX/cafe calaverita/2024-04-16 20:30:44.788145-0600_frame.jpg
77,2024-04-17 03:04:38.594621+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-16 21:04:38.594621-0600_frame.jpg
78,2024-04-17 03:38:27.356426+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-16 21:38:27.356426-0600_frame.jpg
79,2024-04-17 14:15:33.585536+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 08:15:33.585536-0600_frame.jpg
80,2024-04-17 14:52:28.103550+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 08:52:28.103550-0600_frame.jpg
81,2024-04-17 15:26:37.334983+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,0,MX/cafe calaverita/2024-04-17 09:26:37.334983-0600_frame.jpg
82,2024-04-17 16:00:57.770153+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,6,MX/cafe calaverita/2024-04-17 10:00:57.770153-0600_frame.jpg
83,2024-04-17 16:35:08.872742+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-17 10:35:08.872742-0600_frame.jpg
84,2024-04-17 17:10:01.662751+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-17 11:10:01.662751-0600_frame.jpg
85,2024-04-17 17:44:25.828172+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 11:44:25.828172-0600_frame.jpg
86,2024-04-17 18:19:16.955421+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-17 12:19:16.955421-0600_frame.jpg
87,2024-04-17 18:52:46.410731+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,8,MX/cafe calaverita/2024-04-17 12:52:46.410731-0600_frame.jpg
88,2024-04-17 19:26:42.630257+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-17 13:26:42.630257-0600_frame.jpg
89,2024-04-17 20:00:47.316046+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-17 14:00:47.316046-0600_frame.jpg
90,2024-04-17 20:34:49.134189+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 14:34:49.134189-0600_frame.jpg
91,2024-04-17 21:09:00.425533+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-17 15:09:00.425533-0600_frame.jpg
92,2024-04-17 21:42:55.534048+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 15:42:55.534048-0600_frame.jpg
93,2024-04-17 22:17:03.670954+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-17 16:17:03.670954-0600_frame.jpg
94,2024-04-17 22:51:04.683363+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 16:51:04.683363-0600_frame.jpg
95,2024-04-17 23:24:41.577779+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 17:24:41.577779-0600_frame.jpg
96,2024-04-17 23:58:50.006113+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 17:58:50.006113-0600_frame.jpg
97,2024-04-18 00:33:01.998363+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 18:33:01.998363-0600_frame.jpg
98,2024-04-18 01:06:56.565540+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 19:06:56.565540-0600_frame.jpg
99,2024-04-18 01:41:14.746437+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,4,MX/cafe calaverita/2024-04-17 19:41:14.746437-0600_frame.jpg
100,2024-04-18 02:15:45.983687+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,5,MX/cafe calaverita/2024-04-17 20:15:45.983687-0600_frame.jpg
101,2024-04-18 02:49:57.631279+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 20:49:57.631279-0600_frame.jpg
102,2024-04-18 03:23:59.830547+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-17 21:23:59.830547-0600_frame.jpg
103,2024-04-18 14:32:02.713707+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,0,MX/cafe calaverita/2024-04-18 08:32:02.713707-0600_frame.jpg
104,2024-04-18 15:06:17.513534+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 09:06:17.513534-0600_frame.jpg
105,2024-04-18 15:40:05.691767+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-18 09:40:05.691767-0600_frame.jpg
106,2024-04-18 16:14:23.387830+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 10:14:23.387830-0600_frame.jpg
107,2024-04-18 16:48:47.692415+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 10:48:47.692415-0600_frame.jpg
108,2024-04-18 17:22:33.381631+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 11:22:33.381631-0600_frame.jpg
109,2024-04-18 17:56:52.346949+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-18 11:56:52.346949-0600_frame.jpg
110,2024-04-18 18:30:47.188123+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-18 12:30:47.188123-0600_frame.jpg
111,2024-04-18 19:04:34.866614+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-18 13:04:34.866614-0600_frame.jpg
112,2024-04-18 19:38:21.819217+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,4,MX/cafe calaverita/2024-04-18 13:38:21.819217-0600_frame.jpg
113,2024-04-18 20:12:09.297631+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-18 14:12:09.297631-0600_frame.jpg
114,2024-04-18 20:45:49.706575+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 14:45:49.706575-0600_frame.jpg
115,2024-04-18 21:19:49.927150+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-18 15:19:49.927150-0600_frame.jpg
116,2024-04-18 21:53:38.247297+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-18 15:53:38.247297-0600_frame.jpg
117,2024-04-18 22:27:24.715429+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 16:27:24.715429-0600_frame.jpg
118,2024-04-18 23:01:11.940522+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,3,MX/cafe calaverita/2024-04-18 17:01:11.940522-0600_frame.jpg
119,2024-04-18 23:34:41.170378+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,4,MX/cafe calaverita/2024-04-18 17:34:41.170378-0600_frame.jpg
120,2024-04-19 00:08:35.254238+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,8,MX/cafe calaverita/2024-04-18 18:08:35.254238-0600_frame.jpg
121,2024-04-19 00:42:39.468268+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 18:42:39.468268-0600_frame.jpg
122,2024-04-19 01:16:44.201358+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,2,MX/cafe calaverita/2024-04-18 19:16:44.201358-0600_frame.jpg
123,2024-04-19 01:51:17.309597+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,1,MX/cafe calaverita/2024-04-18 19:51:17.309597-0600_frame.jpg
124,2024-04-19 16:04:18.815366+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,0,MX/cafe calaverita/2024-04-19 10:04:18.815366-0600_frame.jpg
125,2024-04-19 16:38:34.386778+00:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,0,MX/cafe calaverita/2024-04-19 10:38:34.386778-0600_frame.jpg
