,event_timestamp,country_code,country_name,city_code,city_name,zip_code,lat,lon,cam_id,cam_name,cam_additional_location_description,add_id,add_name,add_type,people,views,females,males,mode_age,median_age,negative_emotion,positive_emotion,average_emotion_score,cars,weather,sport_event,social_event,extraordinary_event,storage_blob
91,2023-04-29 08:35:39.409507-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,1,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 08:35:39.087600-06:00_frame.jpg
92,2023-04-29 09:06:12.668961-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,1,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 09:06:12.319179-06:00_frame.jpg
93,2023-04-29 09:36:58.876595-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,4,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 09:36:58.546810-06:00_frame.jpg
94,2023-04-29 10:07:50.430780-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,3,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 10:07:50.125306-06:00_frame.jpg
95,2023-04-29 10:38:37.018567-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,5,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 10:38:36.675711-06:00_frame.jpg
96,2023-04-29 11:08:51.290693-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,6,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 11:08:50.933422-06:00_frame.jpg
97,2023-04-29 11:39:52.823618-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,1,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 11:39:52.463129-06:00_frame.jpg
98,2023-04-29 12:10:12.732091-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,3,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 12:10:12.440361-06:00_frame.jpg
99,2023-04-29 12:40:32.738781-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,3,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 12:40:32.406251-06:00_frame.jpg
100,2023-04-29 13:10:54.546490-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,3,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 13:10:54.174446-06:00_frame.jpg
101,2023-04-29 13:41:27.535629-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,4,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 13:41:27.263011-06:00_frame.jpg
102,2023-04-29 14:12:09.350308-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,1,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 14:12:09.022995-06:00_frame.jpg
103,2023-04-29 14:42:47.700468-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,3,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 14:42:47.348877-06:00_frame.jpg
104,2023-04-29 15:13:45.812309-06:00,MX,Mexico,MX-CMX,Mexico City,9460.0,19.36487,-99.13421,1.0,cafe calaverita,,,,,5,,,,,,,,,,,,,,MX/cafe calaverita/2023-04-29 15:13:45.500595-06:00_frame.jpg
